nuclide,Z,A,isomer_keV,isomer_u_keV,isomer_t_s,isomer_jp,gateway_keV,gateway_u_keV,dE_keV,gateway_jp,gateway_t_s,gateway_t_op,observed,multipole,p_release,p_return,p_unknown,beta,E_released_keV,leverage,gamma_GI_eV,width_kind,gJ,sigma_int_b_eV,doppler_fwhm_eV,sigma_eff_b,N_areal_cm2,thickness_cm,neec,atomic
195au,79,195,318.58,0.04,30.5,11/2-,525.64,0.05,207.06,7/2-,,,1,E2,0,1,0,0.750188,207.06,1,2.06799e-08,Weisskopf E2,0.666667,0.00247154,0.181829,0.012769,1.04394e+26,2087.87,0,0
195au,79,195,318.58,0.04,30.5,11/2-,549.38,0.09,230.8,(7/2)+,,,0,M2,1,0,0,1.10427,549.38,2.38033,5.07344e-10,Weisskopf M2,0.666667,4.88026e-05,0.202676,0.000226199,4.00345e+27,80068.9,0,0
195au,79,195,318.58,0.04,30.5,11/2-,706.48,0.06,387.9,15/2-,,,1,E2,0,1,0,0.952925,387.9,1,4.77163e-07,Weisskopf E2,1.33333,0.0324989,0.340633,0.0896258,1.17087e+25,234.174,0,0
195au,79,195,318.58,0.04,30.5,11/2-,818.52,0.19,499.94,(9/2+),,,0,E1,1,0,0,1.70912,818.52,1.63724,0.276573,Weisskopf E1,0.833333,7087.53,0.439021,15165.6,3.85804e+19,0.000771607,0,0
195au,79,195,318.58,0.04,30.5,11/2-,878.85,0.05,560.27,13/2-,,,1,M1,0,1,0,0.948236,560.27,1,0.00648255,Weisskopf M1,1.16667,185.183,0.491999,353.58,2.98261e+21,0.0596522,0,0
195au,79,195,318.58,0.04,30.5,11/2-,894.15,0.05,575.57,9/2-,,,1,M1,0,1,0,1.35935,575.57,1,0.00702827,Weisskopf M1,0.833333,135.886,0.505435,252.557,2.9128e+21,0.0582561,0,0
195au,79,195,318.58,0.04,30.5,11/2-,946.82,0.16,628.24,,,,1,,0,1,0,1,628.24,1,,unknown,1,,0.551687,,,,0,0
195au,79,195,318.58,0.04,30.5,11/2-,955.08,0.15,636.5,(9/2+),,,0,E1,1,0,0,1.69705,955.08,1.50052,0.570756,Weisskopf E1,0.833333,9023.51,0.55894,15165.6,3.88548e+19,0.000777096,0,0
195au,79,195,318.58,0.04,30.5,11/2-,1068,0.11,749.42,9/2-,,,1,M1,0.387672,0.612328,0,1.57661,872.925,1.1648,0.0155142,Weisskopf M1,0.833333,176.93,0.658101,252.557,2.5114e+21,0.050228,0,0
195au,79,195,318.58,0.04,30.5,11/2-,1280.51,0.07,961.93,11/2-,,,1,M1,0.0067456,0.993254,0,1.7358,964.079,1.00223,0.0328083,Weisskopf M1,1,272.521,0.844716,303.068,1.9009e+21,0.038018,0,0
195au,79,195,318.58,0.04,30.5,11/2-,1346.19,0.06,1027.61,11/2-,,,1,M1,1.11022e-16,1,0,1.84355,1027.61,1,0.039998,Weisskopf M1,1,291.129,0.902392,303.068,1.7898e+21,0.035796,0,0
195au,79,195,318.58,0.04,30.5,11/2-,1396.63,0.14,1078.05,(11/2+),,,0,E1,1,0,0,2.50282,1396.63,1.29552,2.77314,Weisskopf E1,1,18339.9,0.946686,18198.8,2.19548e+19,0.000439095,0,0
195au,79,195,318.58,0.04,30.5,11/2-,1404.6,0.06,1086.02,13/2- 15/2-,,,1,,0,1,0,1.81808,1086.02,1,,unknown,1,,0.953685,,,,0,0
195au,79,195,318.58,0.04,30.5,11/2-,1490.2,0.7,1171.62,(13/2+),,,0,E1,1,0,0,2.70912,1490.2,1.27191,3.55972,Weisskopf E1,1.16667,23253.7,1.02885,21231.9,1.73853e+19,0.000347706,0,0
195au,79,195,318.58,0.04,30.5,11/2-,1559.59,0.06,1241.01,13/2-,,,1,M1,0.000948715,0.999051,0,1.58662,1241.31,1.00024,0.0704498,Weisskopf M1,1.16667,410.184,1.08979,353.58,1.78254e+21,0.0356508,0,0
195au,79,195,318.58,0.04,30.5,11/2-,1605.57,0.14,1286.99,11/2- 13/2- 15/2-,,,1,,0.000475939,0.999524,0,1.93726,1287.14,1.00012,,unknown,1,,1.13017,,,,0,0
196au,79,196,84.656,0.02,8.1,5+,212.8,0.04,128.144,4-,1.79e-09,,0,E1,0.984102,0,0.0158979,0.7373,209.417,1.63423,0.00467338,Weisskopf E1,0.818182,1789.73,0.112242,14979,9.05466e+19,0.00181093,0,0
196au,79,196,84.656,0.02,8.1,5+,232.47,0.03,147.814,7+,1.65e-09,,1,E2,0,1,0,0.474608,147.814,1,2.76508e-07,measured,1.36364,0.132641,0.129471,0.962402,2.18931e+24,43.7863,0,0
196au,79,196,84.656,0.02,8.1,5+,234.53,0.04,149.874,3-,2e-10,LE,0,M2,0.876282,0,0.123718,0.630838,205.514,1.37125,5.87809e-11,Weisskopf M2,0.636364,1.27995e-05,0.131275,9.15925e-05,1.7307e+28,346141,0,0
196au,79,196,84.656,0.02,8.1,5+,348.38,0.06,263.724,5+ 6+,,,1,,0,1,0,1,263.724,1,,unknown,1,,0.230997,,,,0,0
196au,79,196,84.656,0.02,8.1,5+,370.14,0.03,285.484,6+ 7+,3e-08,LT,1,,0,1,0,0.811541,285.484,1,,unknown,1,,0.250056,,,,0,0
196au,79,196,84.656,0.02,8.1,5+,375.61,0.04,290.954,3-,,,0,M2,0.955313,0,0.044687,1.05405,358.825,1.23327,1.62079e-09,Weisskopf M2,0.636364,9.36453e-05,0.254848,0.000345188,2.74843e+27,54968.6,0,0
196au,79,196,84.656,0.02,8.1,5+,388.22,0.04,303.564,3+,,,1,E2,0.0537908,0.946074,0.000135365,1.00628,308.077,1.01487,1.4102e-07,Weisskopf E2,0.636364,0.00748496,0.265893,0.0264444,3.75793e+25,751.586,0,0
196au,79,196,84.656,0.02,8.1,5+,400.84,0.03,316.184,6+,3e-08,LT,1,M1,0,1,0,0.853272,316.184,1,0.00116513,Weisskopf M1,1.18182,105.864,0.276947,359.089,3.26371e+21,0.0652741,0,0
196au,79,196,84.656,0.02,8.1,5+,423.65,0.05,338.994,4+ 5+,,,1,,0,1,0,1,338.994,1,,unknown,1,,0.296926,,,,0,0
196au,79,196,84.656,0.02,8.1,5+,467.11,0.05,382.454,3+ 4+,,,1,,0.0268954,0.973037,6.76827e-05,1.50314,384.705,1.00589,,unknown,1,,0.334993,,,,0,0
196au,79,196,84.656,0.02,8.1,5+,490.21,0.04,405.554,3-,,,0,M2,0.714371,0,0.285629,1.26734,350.192,0.86349,8.52802e-09,Weisskopf M2,0.636364,0.000253606,0.355226,0.000670663,1.17653e+27,23530.6,0,0
196au,79,196,84.656,0.02,8.1,5+,499.74,0.11,415.084,5+,,,0,M1,0,1,0,1.85327,415.084,1,0.0026361,Weisskopf M1,1,117.596,0.363574,303.844,1.77586e+21,0.0355173,0,0
196au,79,196,84.656,0.02,8.1,5+,502.79,0.08,418.134,5+,,,0,M1,0,1,0,1.83241,418.134,1,0.00269464,Weisskopf M1,1,118.46,0.366245,303.844,1.79609e+21,0.0359217,0,0
196au,79,196,84.656,0.02,8.1,5+,518.03,0.05,433.374,4+ 5+,,,1,,0.0134477,0.986518,3.38414e-05,1.75157,434.498,1.00259,,unknown,1,,0.379594,,,,0,0
196au,79,196,84.656,0.02,8.1,5+,520.5,0.06,435.844,3-,,,0,M2,0.668451,0,0.331549,1.95615,347.929,0.798288,1.22253e-08,Weisskopf M2,0.636364,0.000314779,0.381757,0.000774585,6.59976e+26,13199.5,0,0
196au,79,196,84.656,0.02,8.1,5+,571.4,0.06,486.744,(4-),,,0,E1,0.945387,0,0.0546126,1.57946,540.194,1.10981,0.256117,Weisskopf E1,0.818182,6798.14,0.426341,14979,4.22676e+19,0.000845352,0,0
196au,79,196,84.656,0.02,8.1,5+,657.87,0.11,573.214,(5+),,,0,M1,0,1,0,1.47461,573.214,1,0.00694231,Weisskopf M1,1,162.395,0.50208,303.844,2.23189e+21,0.0446377,0,0
196au,79,196,84.656,0.02,8.1,5+,662.55,0.11,577.894,3-,,,0,M2,0,1,0,2,577.894,1,5.01009e-08,Weisskopf M2,0.636364,0.000733766,0.506179,0.00136177,3.67169e+26,7343.39,0,0
196au,79,196,84.656,0.02,8.1,5+,668.73,0.04,584.074,3-,,,0,M2,0.607534,0,0.392466,1.88414,406.276,0.69559,5.28377e-08,Weisskopf M2,0.636364,0.000757559,0.511593,0.00139105,3.81543e+26,7630.87,0,0
196au,79,196,84.656,0.02,8.1,5+,680.46,0.05,595.804,4-,,,0,E1,0.764007,0,0.235993,1.85695,519.876,0.872562,0.469728,Weisskopf E1,0.818182,8321.33,0.521867,14979,3.59515e+19,0.00071903,0,0
196au,79,196,84.656,0.02,8.1,5+,704.37,0.11,619.714,3+,,,0,E2,0,1,0,1.66394,619.714,1,5.00019e-06,Weisskopf E2,0.636364,0.0636814,0.54281,0.110209,5.45315e+24,109.063,0,0
196au,79,196,84.656,0.02,8.1,5+,720.68,0.08,636.024,(5+),,,0,M1,0.0268954,0.973037,6.76827e-05,2.00314,638.258,1.00351,0.00948362,Weisskopf M1,1,180.19,0.557096,303.844,1.643e+21,0.03286,0,0
196au,79,196,84.656,0.02,8.1,5+,799.54,0.05,714.884,4-,,,0,E1,0.774524,0,0.225476,2.19235,619.263,0.866243,0.811415,Weisskopf E1,0.818182,9984.47,0.626169,14979,3.04514e+19,0.000609028,0,0
196au,79,196,84.656,0.02,8.1,5+,881.68,0.08,797.024,3-,,,0,M2,0.542155,0,0.457845,1.76519,478.008,0.59974,2.50012e-07,Weisskopf M2,0.636364,0.00192498,0.698116,0.0025903,2.18706e+26,4374.11,0,0
196au,79,196,84.656,0.02,8.1,5+,893.22,0.08,808.564,3-,,,0,M2,0.373687,0,0.626313,1.82509,333.785,0.412812,2.68644e-07,Weisskopf M2,0.636364,0.00200982,0.708224,0.00266585,2.05532e+26,4110.65,0,0
196au,79,196,84.656,0.02,8.1,5+,990.91,0.11,906.254,3-,,,0,M2,0.969708,0,0.0302924,1.89567,960.893,1.06029,4.75176e-07,Weisskopf M2,0.636364,0.00282985,0.793791,0.00334894,1.57518e+26,3150.36,0,0
196au,79,196,84.656,0.02,8.1,5+,1121.46,0.11,1036.8,3-,,,0,M2,0.975779,0,0.0242215,1.37024,1094.3,1.05545,9.31296e-07,Weisskopf M2,0.636364,0.00423743,0.90814,0.00438329,1.66495e+26,3329.91,0,0
196au,79,196,84.656,0.02,8.1,5+,1166.3,0.9,1081.64,3-,,,0,M2,0,0,1,0,0,0,1.15087e-06,Weisskopf M2,0.636364,0.00481134,0.947416,0.00477063,,,0,0
196au,79,196,84.656,0.02,8.1,5+,1188.81,0.11,1104.15,3-,,,0,M2,0.0268954,0.973037,6.76827e-05,2.50314,1106.36,1.00199,1.27571e-06,Weisskopf M2,0.636364,0.00511802,0.967132,0.00497126,8.03616e+25,1607.23,0,0
196au,79,196,84.656,0.02,8.1,5+,1223.2,1,1138.54,3-,,,0,M2,0,0,1,0,0,0,1.48715e-06,Weisskopf M2,0.636364,0.00561129,0.997255,0.00528575,,,0,0
196au,79,196,84.656,0.02,8.1,5+,1236.6,1.1,1151.94,3-,,,0,M2,0,0,1,0,0,0,1.57674e-06,Weisskopf M2,0.636364,0.00581175,1.00899,0.0054109,,,0,0
196au,79,196,84.656,0.02,8.1,5+,1270.2,1.1,1185.54,3-,,,0,M2,0,0,1,0,0,0,1.82051e-06,Weisskopf M2,0.636364,0.00633528,1.03842,0.00573116,,,0,0
197au,79,197,409.15,0.08,7.73,11/2-,547.5,0.3,138.35,7/2+,4.61e-12,,0,M2,1,0,0,1.01312,547.5,3.95735,3.95343e-11,Weisskopf M2,0.666667,1.05834e-05,0.120873,8.22522e-05,1.20003e+28,240006,0,0
197au,79,197,409.15,0.08,7.73,11/2-,736.7,0.3,327.55,7/2+,1.09e-12,,0,M2,1,0,0,1.63147,736.7,2.24912,2.9408e-09,Weisskopf M2,0.666667,0.00014045,0.286173,0.000461046,1.32946e+27,26589.2,0,0
197au,79,197,409.15,0.08,7.73,11/2-,855.5,0.4,446.35,9/2+,2.67e-12,,0,E1,1,0,0,1.7196,855.5,1.91666,0.198169,Weisskopf E1,0.833333,6370.99,0.389966,15347.3,3.78914e+19,0.000757828,0,0
197au,79,197,409.15,0.08,7.73,11/2-,1120,10,710.85,,,,1,,0.5,0.5,0,1,915.425,1.28779,,unknown,1,,0.621054,,,,0,0
197au,79,197,409.15,0.08,7.73,11/2-,1220.1,0.7,810.95,,,,1,,0.5,0.5,0,1,1015.52,1.25227,,unknown,1,,0.708509,,,,0,0
197au,79,197,409.15,0.08,7.73,11/2-,1231,0.8,821.85,11/2+,9.1e-13,,0,E1,1,0,0,2.07227,1231,1.49784,1.23705,Weisskopf E1,1,14076.8,0.718032,18416.7,2.62024e+19,0.000524048,0,0
205au,79,205,907,5,6,(11/2-),1643.93,0.24,736.93,(11/2-),,,1,M1,0,1,0,1,736.93,1,0.0147514,Weisskopf M1,1,208.777,0.631152,310.742,3.2181e+21,0.0643621,0,0
205au,79,205,907,5,6,(11/2-),1853.06,0.25,946.06,(15/2-),,,1,E2,0,1,0,1,946.06,1,4.4017e-05,Weisskopf E2,1.33333,0.503993,0.810263,0.584318,1.7114e+24,34.2279,0,0
205au,79,205,907,5,6,(11/2-),1887.22,0.24,980.22,(13/2-),,,1,M1,0,1,0,1.15254,980.22,1,0.0347156,Weisskopf M1,1.16667,323.987,0.83952,362.532,2.3933e+21,0.0478659,0,0
205au,79,205,907,5,6,(11/2-),2815.51,0.25,1908.51,(15/2+),,,0,M2,0,1,0,2.02264,1908.51,1,2.02803e-05,Weisskopf M2,1.33333,0.0570595,1.63456,0.0327927,1.50767e+25,301.534,0,0
191hg,80,191,128,8,3048,13/2(+),343.96,0.17,215.96,(9/2)+,,,1,E2,0,1,0,0.76864,215.96,1,2.48275e-08,Weisskopf E2,0.714286,0.00292255,0.19162,0.0143275,9.08043e+25,1816.09,0,0
191hg,80,191,128,8,3048,13/2(+),393.03,0.17,265.03,(11/2)+,,,1,M1,0,1,0,0.776255,265.03,1,0.000686181,Weisskopf M1,0.857143,64.3584,0.23516,257.095,5.01075e+21,0.100215,0,0
191hg,80,191,128,8,3048,13/2(+),518.5,0.3,390.5,17/2(+),,,1,E2,0,1,0,0.951837,390.5,1,4.79923e-07,Weisskopf E2,1.28571,0.0311012,0.346488,0.0843216,1.24594e+25,249.189,0,0
191hg,80,191,128,8,3048,13/2(+),632.3,0.4,504.3,(9/2-),,,0,M2,1,0,0,1.06382,632.3,1.25382,2.49211e-08,Weisskopf M2,0.714286,0.000537978,0.447462,0.00112943,8.3229e+26,16645.8,0,0
191hg,80,191,128,8,3048,13/2(+),659.1,0.4,531.1,(9/2-),,,0,M2,1,0,0,1.40241,659.1,1.24101,3.22853e-08,Weisskopf M2,0.714286,0.000628386,0.471242,0.00125266,5.69234e+26,11384.7,0,0
191hg,80,191,128,8,3048,13/2(+),663.26,0.23,535.26,(15/2+),,,1,M1,0,1,0,0.929714,535.26,1,0.0056526,Weisskopf M1,1.14286,173.306,0.474933,342.793,3.13776e+21,0.0627551,0,0
191hg,80,191,128,8,3048,13/2(+),870.7,0.3,742.7,(13/2)+,,,1,M1,0,1,0,1.40677,742.7,1,0.0151006,Weisskopf M1,1,210.412,0.658993,299.944,2.36994e+21,0.0473988,0,0
191hg,80,191,128,8,3048,13/2(+),889.1,0.4,761.1,(11/2)+,,,1,M1,0,1,0,1.6001,761.1,1,0.016251,Weisskopf M1,0.857143,184.821,0.67532,257.095,2.43085e+21,0.0486171,0,0
191hg,80,191,128,8,3048,13/2(+),952.1,0.4,824.1,(9/2-),,,0,M2,1,0,0,1.88129,952.1,1.15532,2.90417e-07,Weisskopf M2,0.714286,0.00234767,0.731219,0.00301606,1.76239e+26,3524.79,0,0
191hg,80,191,128,8,3048,13/2(+),1016.2,0.5,888.2,(11/2-),,,0,E1,1,0,0,1.93909,1016.2,1.14411,1.52963,Weisskopf E1,0.857143,12773.8,0.788095,15226.3,3.38694e+19,0.000677388,0,0
191hg,80,191,128,8,3048,13/2(+),1028,0.4,900,(11/2 13/2)+,,,1,,0,1,0,1.50316,900,1,,unknown,1,,0.798565,,,,0,0
191hg,80,191,128,8,3048,13/2(+),1261.3,0.5,1133.3,11/2+ 9/2+,,,1,,0,1,0,1.604,1133.3,1,,unknown,1,,1.00557,,,,0,0
191hg,80,191,128,8,3048,13/2(+),1446.5,0.8,1318.5,,,,1,,0,1,0,1.43922,1318.5,1,,unknown,1,,1.1699,,,,0,0
191hg,80,191,128,8,3048,13/2(+),2457,0.8,2329,,,,1,,0,1,0,1.50574,2329,1,,unknown,1,,2.06651,,,,0,0
191hg,80,191,128,8,3048,13/2(+),2486.8,0.8,2358.8,,,,1,,0,1,0,1.77722,2358.8,1,,unknown,1,,2.09295,,,,0,0
191hg,80,191,128,8,3048,13/2(+),2489.6,0.8,2361.6,,,,1,,1.11022e-16,1,0,1.44323,2361.6,1,,unknown,1,,2.09543,,,,0,0
193hg,80,193,140.76,0.05,42480,13/2(+),522.73,0.19,381.97,(17/2+),,,1,E2,0,1,0,0.949127,381.97,1,4.35757e-07,Weisskopf E2,1.28571,0.0295144,0.337159,0.0822336,1.28123e+25,256.246,0,0
193hg,80,193,140.76,0.05,42480,13/2(+),746.8,0.4,606.04,(15/2+),,,1,M1,0,1,0,0.965251,606.04,1,0.0082046,Weisskopf M1,1.14286,196.223,0.534942,344.583,3.00653e+21,0.0601307,0,0
193hg,80,193,140.76,0.05,42480,13/2(+),1026.4,0.6,885.64,(13/2+ 15/2+),,,1,,0,1,0,1,885.64,1,,unknown,1,,0.781741,,,,0,0
195hg,80,195,176.07,0.04,149760,13/2+,373.17,0.11,197.1,(9/2+),,,1,E2,0,1,0,0.708717,197.1,1,1.61622e-08,Weisskopf E2,0.714286,0.00228404,0.173083,0.0123965,1.13822e+26,2276.45,0,0
195hg,80,195,176.07,0.04,149760,13/2+,547.06,0.11,370.99,17/2+,,,1,E2,0,1,0,0.94509,370.99,1,3.81838e-07,Weisskopf E2,1.28571,0.0274159,0.325784,0.0790539,1.33845e+25,267.691,0,0
195hg,80,195,176.07,0.04,149760,13/2+,848.38,0.24,672.31,(15/2+),,,1,M1,0,1,0,1.93573,672.31,1,0.0112011,Weisskopf M1,1.14286,217.68,0.590387,346.364,1.4915e+21,0.0298299,0,0
197hg,80,197,298.93,0.08,85752,13/2+,477.72,0.13,178.79,9/2+ 11/2+ 13/2+,,,1,,0,1,0,1,178.79,1,,unknown,1,,0.156205,,,,0,0
197hg,80,197,298.93,0.08,85752,13/2+,652.7,0.3,353.77,17/2+,,,1,E2,0,1,0,0.937207,353.77,1,3.05198e-07,Weisskopf E2,1.28571,0.0240984,0.309081,0.0732429,1.4568e+25,291.359,0,0
197hg,80,197,298.93,0.08,85752,13/2+,715.36,0.11,416.43,9/2-,,,0,M2,1,0,0,1.34765,715.36,1.71784,9.7676e-09,Weisskopf M2,0.714286,0.000309228,0.363826,0.000798429,9.29362e+26,18587.2,0,0
197hg,80,197,298.93,0.08,85752,13/2+,829.07,0.16,530.14,11/2+,,,1,M1,0,1,0,1.36156,530.14,1,0.00549194,Weisskopf M1,0.857143,128.736,0.463171,261.101,2.8129e+21,0.056258,0,0
197hg,80,197,298.93,0.08,85752,13/2+,1026.24,0.2,727.31,15/2+,,,1,M1,0,1,0,1.19254,727.31,1,0.0141812,Weisskopf M1,1.14286,235.488,0.635434,348.135,2.40869e+21,0.0481738,0,0
197hg,80,197,298.93,0.08,85752,13/2+,1174.95,0.18,876.02,(13/2+),,,1,M1,0,1,0,1.6681,876.02,1,0.0247797,Weisskopf M1,1,248.182,0.765359,304.618,1.96798e+21,0.0393597,0,0
197hg,80,197,298.93,0.08,85752,13/2+,1381.66,0.23,1082.73,13/2-,,,0,E1,1,0,0,2.33385,1381.66,1.27609,2.82859,Weisskopf E1,1,18545.3,0.945957,18416.7,2.32657e+19,0.000465313,0,0
197hg,80,197,298.93,0.08,85752,13/2+,1702.2,0.4,1403.27,(17/2)+,,,1,E2,0,1,0,2.15898,1403.27,1,0.000299698,Weisskopf E2,1.28571,1.504,1.22601,1.15241,4.01925e+23,8.0385,0,0
199hg,80,199,532.48,0.1,2560.2,13/2+,823.88,0.23,291.4,(17/2+),,,1,E2,0,1,0,0.895255,291.4,1,1.17293e-07,Weisskopf E2,1.28571,0.0136503,0.253307,0.0506227,2.20652e+25,441.304,0,0
199hg,80,199,532.48,0.1,2560.2,13/2+,1274.1,0.4,741.62,(15/2+),,,1,M1,0,1,0,0.980392,741.62,1,0.0150348,Weisskopf M1,1.14286,240.121,0.644673,349.898,2.91514e+21,0.0583027,0,0
185tl,81,185,454.8,1.5,1.93,(9/2-),578,15,123.2,(11/2-),,,0,M1,0,0,1,0,0,0,6.89265e-05,Weisskopf M1,1.2,41.8841,0.111073,354.234,,,0,0
185tl,81,185,454.8,1.5,1.93,(9/2-),770.6,1.5,315.8,(9/2-),,,1,M1,0,1,0,0.813008,315.8,1,0.00116089,Weisskopf M1,1,89.4682,0.284715,295.195,4.16674e+21,0.0833348,0,0
185tl,81,185,454.8,1.5,1.93,(9/2-),862.2,1.5,407.4,(11/2-),,,1,M1,0,1,0,0.848896,407.4,1,0.00249239,Weisskopf M1,1.2,138.503,0.367299,354.234,3.32549e+21,0.0665097,0,0
185tl,81,185,454.8,1.5,1.93,(9/2-),983.3,1.5,528.5,(13/2-),,,0,E2,0,1,0,1.56151,528.5,1,2.08838e-06,Weisskopf E2,1.4,0.0804545,0.476479,0.15862,4.03736e+24,80.7472,0,0
185tl,81,185,454.8,1.5,1.93,(9/2-),1004.5,1.5,549.7,(13/2+),8.32e-09,,1,M2,1.11022e-16,1,0,1.61393,549.7,1,5.16894e-09,measured,1.4,0.000184069,0.495592,0.000348905,1.77586e+27,35517.2,0,0
185tl,81,185,454.8,1.5,1.93,(9/2-),1011.8,1.5,557,,,,1,,0,1,0,1,557,1,,unknown,1,,0.502173,,,,0,0
187tl,81,187,334,4,15.6,(9/2-),677.8,0.2,343.8,(GE5/2),,,1,,0,1,0,1,343.8,1,,unknown,1,,0.308297,,,,0,0
187tl,81,187,334,4,15.6,(9/2-),728.1,0.08,394.1,(11/2-),,,1,M1,0,1,0,0.855725,394.1,1,0.00225618,Weisskopf M1,1.2,133.981,0.353403,356.144,3.28126e+21,0.0656252,0,0
187tl,81,187,334,4,15.6,(9/2-),747.87,0.25,413.87,(5/2+),,,0,M2,1,0,0,1.45476,747.87,1.80702,9.14776e-09,Weisskopf M2,0.6,0.000246287,0.371131,0.000623396,1.10267e+27,22053.4,0,0
187tl,81,187,334,4,15.6,(9/2-),950.9,0.2,616.9,(11/2-),,,1,M1,0,1,0,1,616.9,1,0.00865363,Weisskopf M1,1.2,209.726,0.553195,356.144,2.80786e+21,0.0561571,0,0
187tl,81,187,334,4,15.6,(9/2-),996.34,0.08,662.34,(13/2-),2e-12,,1,E2,0,1,0,1.1184,662.34,1,0.000193266,measured,1.4,4.74051,0.593943,7.49775,1.19254e+23,2.38507,0,0
187tl,81,187,334,4,15.6,(9/2-),1059.65,0.13,725.65,(13/2+),6.9e-10,,1,M2,0,1,0,1.80198,725.65,1,2.26171e-08,measured,1.4,0.000462182,0.650715,0.000667226,8.31721e+26,16634.4,0,0
187tl,81,187,334,4,15.6,(9/2-),1260.8,0.3,926.8,(13/2-),,,0,E2,0,1,0,2,926.8,1,3.51351e-05,Weisskopf E2,1.4,0.440149,0.831093,0.497509,1.00501e+24,20.1001,0,0
191tl,81,191,297,7,313.2,9/2(-),684.21,0.14,387.21,(11/2-),,,1,M1,0,1,0,1,387.21,1,0.0021399,Weisskopf M1,1.2,131.639,0.343569,359.932,2.7783e+21,0.055566,0,0
191tl,81,191,297,7,313.2,9/2(-),745.3,0.3,448.3,(5/2+),,,0,M2,1,0,0,2,745.3,1.6625,1.38346e-08,Weisskopf M2,0.6,0.000317456,0.397774,0.000749717,6.66918e+26,13338.4,0,0
191tl,81,191,297,7,313.2,9/2(-),857.7,0.17,560.7,(7/2-),,,1,M1,0,1,0,1,560.7,1,0.00649749,Weisskopf M1,0.8,127.08,0.497506,239.955,4.16745e+21,0.083349,0,0
191tl,81,191,297,7,313.2,9/2(-),1009.29,0.16,712.29,(13/2-),,,1,E2,0,1,0,1.37107,712.29,1,9.6906e-06,Weisskopf E2,1.4,0.205527,0.632011,0.305488,2.38752e+24,47.7503,0,0
191tl,81,191,297,7,313.2,9/2(-),1170.8,0.17,873.8,(9/2-),,,1,M1,0,1,0,1.25926,873.8,1,0.0245918,Weisskopf M1,1,247.553,0.775318,299.944,2.64756e+21,0.0529511,0,0
191tl,81,191,297,7,313.2,9/2(-),1216.6,0.3,919.6,(7/2+),,,0,E1,1,0,0,2.4012,1216.6,1.32297,1.69766,Weisskopf E1,0.8,12343.7,0.815956,14211.2,2.9305e+19,0.0005861,0,0
191tl,81,191,297,7,313.2,9/2(-),1297.54,0.21,1000.54,(13/2+),,,0,M2,0,1,0,2.18553,1000.54,1,7.66117e-07,Weisskopf M2,1.4,0.00823488,0.887773,0.00871376,5.25094e+25,1050.19,0,0
191tl,81,191,297,7,313.2,9/2(-),1390.11,0.16,1093.11,(13/2-),,,1,E2,0,1,0,1.51546,1093.11,1,8.24871e-05,Weisskopf E2,1.4,0.742829,0.96991,0.719462,9.17162e+23,18.3432,0,0
194tl,81,194,260,14,1968,(7+),553,0.1,293,(8-),,,1,E1,0,1,0,0.970591,293,1,0.0554843,Weisskopf E1,1.13333,5629.83,0.257959,20501.9,5.02538e+19,0.00100508,0,0
194tl,81,194,260,14,1968,(7+),598.4,0.4,338.4,(9-),,,0,M2,0,1,0,1.03011,338.4,1,3.426e-09,Weisskopf M2,1.26667,0.000291267,0.29793,0.000918392,1.05703e+27,21140.5,0,0
195tl,81,195,482.63,0.17,3.6,9/2-,777.55,0.17,294.92,(5/2+),,,0,M2,1,0,0,1.5362,777.55,2.63648,1.7284e-09,Weisskopf M2,0.6,9.16411e-05,0.258983,0.000332407,1.95832e+27,39166.4,0,0
195tl,81,195,482.63,0.17,3.6,9/2-,876.69,0.19,394.06,11/2-,,,1,M1,0,1,0,0.856898,394.06,1,0.00225549,Weisskopf M1,1.2,133.968,0.346042,363.682,3.20885e+21,0.064177,0,0
195tl,81,195,482.63,0.17,3.6,9/2-,1173.79,0.2,691.16,9/2- 11/2-,,,1,,0,1,0,0.959141,691.16,1,,unknown,1,,0.60694,,,,0,0
195tl,81,195,482.63,0.17,3.6,9/2-,1190.12,0.19,707.49,13/2-,,,1,E2,0,1,0,1.23512,707.49,1,9.63096e-06,Weisskopf E2,1.4,0.207043,0.62128,0.313057,2.58623e+24,51.7247,0,0
195tl,81,195,482.63,0.17,3.6,9/2-,1360.95,0.22,878.32,11/2-,,,1,M1,0,1,0,0.984252,878.32,1,0.0249754,Weisskopf M1,1.2,298.601,0.771294,363.682,2.79365e+21,0.055873,0,0
195tl,81,195,482.63,0.17,3.6,9/2-,1410.68,0.2,928.05,11/2- 13/2-,,,1,,0,1,0,1.25268,928.05,1,,unknown,1,,0.814964,,,,0,0
195tl,81,195,482.63,0.17,3.6,9/2-,1484.04,0.21,1001.41,13/2-,,,1,E2,0,1,0,1.88728,1001.41,1,5.47177e-05,Weisskopf E2,1.4,0.587131,0.879385,0.627201,8.44807e+23,16.8961,0,0
195tl,81,195,482.63,0.17,3.6,9/2-,1616.42,0.21,1133.79,9/2- 11/2- 13/2-,,,1,,-2.22045e-16,1,0,1.52237,1133.79,1,,unknown,1,,0.995634,,,,0,0
195tl,81,195,482.63,0.17,3.6,9/2-,1725.26,0.23,1242.63,(13/2)+,,,1,M2,0,1,0,1.76679,1242.63,1,2.29526e-06,Weisskopf M2,1.4,0.0159948,1.09121,0.0137696,4.11048e+25,822.096,0,0
